groupN,testimgN,lightprobeN,objN,viewPointN,specularity,Pellacini_c,hue,chroma,filename_OpenEXR,filename_png
3,62,10,9,3,0.0116810475129571,0.0233254901960784,132,8,img_lp10_objN9_vp3HEfalse.exr,group3_img62.png
47,69,10,10,1,0.070590033679181,0.113711764705882,108,20,img_lp10_objN10_vp1HEfalse.exr,group47_img69.png
35,2,10,10,2,0.0317982608589044,0.0583137254901961,60,16,img_lp10_objN10_vp2HEfalse.exr,group35_img2.png
19,32,10,10,3,0.0392342425539451,0.0699764705882353,92,8,img_lp10_objN10_vp3HEfalse.exr,group19_img32.png
54,63,10,11,1,0.075202571163633,0.119543137254902,252,8,img_lp10_objN11_vp1HEfalse.exr,group54_img63.png
12,39,10,11,2,0.070590033679181,0.113711764705882,180,16,img_lp10_objN11_vp2HEfalse.exr,group12_img39.png
36,8,10,11,3,0.0799204681016888,0.125374509803922,0,12,img_lp10_objN11_vp3HEfalse.exr,group36_img8.png
33,38,10,12,1,0.0317982608589044,0.0583137254901961,204,24,img_lp10_objN12_vp1HEfalse.exr,group33_img38.png
21,6,10,12,2,0.0511055374852489,0.0874705882352941,64,26,img_lp10_objN12_vp2HEfalse.exr,group21_img6.png
8,26,10,12,3,0.0775482753402326,0.122458823529412,212,24,img_lp10_objN12_vp3HEfalse.exr,group8_img26.png
2,2,10,13,1,0.00714400412040439,0.014578431372549,216,20,img_lp10_objN13_vp1HEfalse.exr,group2_img2.png
23,3,10,13,2,0.0595118297011439,0.0991333333333333,4,16,img_lp10_objN13_vp2HEfalse.exr,group23_img3.png
10,37,10,13,3,0.0573726802309926,0.0962176470588235,256,26,img_lp10_objN13_vp3HEfalse.exr,group10_img37.png
40,8,10,14,1,0.0116810475129571,0.0233254901960784,328,24,img_lp10_objN14_vp1HEfalse.exr,group40_img8.png
20,10,10,14,2,0.0823192981694573,0.128290196078431,100,18,img_lp10_objN14_vp2HEfalse.exr,group20_img10.png
46,41,10,14,3,0.0972799904101451,0.14578431372549,320,26,img_lp10_objN14_vp3HEfalse.exr,group46_img41.png
40,42,10,15,1,0.00422448584944354,0.00874705882352941,288,12,img_lp10_objN15_vp1HEfalse.exr,group40_img42.png
31,36,10,15,2,0.0470512098274547,0.0816392156862745,228,18,img_lp10_objN15_vp2HEfalse.exr,group31_img36.png
10,4,10,15,3,0.00863516773165145,0.0174941176470588,128,26,img_lp10_objN15_vp3HEfalse.exr,group10_img4.png
52,55,10,16,1,0.00567382640015368,0.0116627450980392,156,20,img_lp10_objN16_vp1HEfalse.exr,group52_img55.png
14,67,10,16,2,0.00422448584944354,0.00874705882352941,148,18,img_lp10_objN16_vp2HEfalse.exr,group14_img67.png
50,72,10,16,3,0.0013877213708224,0.0029156862745098,292,14,img_lp10_objN16_vp3HEfalse.exr,group50_img72.png
12,36,10,17,1,0.0247337465691687,0.0466509803921569,88,24,img_lp10_objN17_vp1HEfalse.exr,group12_img36.png
20,18,10,17,2,0.01641097940378,0.0320725490196078,148,8,img_lp10_objN17_vp2HEfalse.exr,group20_img18.png
5,24,10,17,3,0.0132360611259272,0.0262411764705882,76,12,img_lp10_objN17_vp3HEfalse.exr,group5_img24.png
35,31,10,18,1,0.0196734105605545,0.0379039215686275,92,20,img_lp10_objN18_vp1HEfalse.exr,group35_img31.png
10,23,10,18,2,0.0616762779845063,0.102049019607843,344,24,img_lp10_objN18_vp2HEfalse.exr,group10_img23.png
2,68,10,18,3,0.0470512098274547,0.0816392156862745,96,26,img_lp10_objN18_vp3HEfalse.exr,group2_img68.png
40,1,10,19,1,0.0450607300860009,0.0787235294117647,56,24,img_lp10_objN19_vp1HEfalse.exr,group40_img1.png
19,1,10,19,2,0.0264655705974502,0.0495666666666667,304,12,img_lp10_objN19_vp2HEfalse.exr,group19_img1.png
36,41,10,19,3,0.0213378152721765,0.0408196078431373,340,14,img_lp10_objN19_vp3HEfalse.exr,group36_img41.png
20,65,10,20,1,0.0595118297011439,0.0991333333333333,44,14,img_lp10_objN20_vp1HEfalse.exr,group20_img65.png
34,60,10,20,2,0.0728832068504343,0.116627450980392,156,18,img_lp10_objN20_vp2HEfalse.exr,group34_img60.png
1,64,10,20,3,0.0660816658766873,0.107880392156863,352,26,img_lp10_objN20_vp3HEfalse.exr,group1_img64.png
50,25,10,21,1,0.01641097940378,0.0320725490196078,132,26,img_lp10_objN21_vp1HEfalse.exr,group50_img25.png
44,12,10,21,2,0.0450607300860009,0.0787235294117647,36,18,img_lp10_objN21_vp2HEfalse.exr,group44_img12.png
41,19,10,21,3,0.0972799904101451,0.14578431372549,348,24,img_lp10_objN21_vp3HEfalse.exr,group41_img19.png
44,60,10,22,1,0.0373399015358427,0.0670607843137255,164,16,img_lp10_objN22_vp1HEfalse.exr,group44_img60.png
20,63,10,22,2,0.0972799904101451,0.14578431372549,52,20,img_lp10_objN22_vp2HEfalse.exr,group20_img63.png
34,18,10,22,3,0.0013877213708224,0.0029156862745098,192,22,img_lp10_objN22_vp3HEfalse.exr,group34_img18.png
31,58,10,23,1,0.0638661738025355,0.104964705882353,284,12,img_lp10_objN23_vp1HEfalse.exr,group31_img58.png
29,7,10,23,2,0.075202571163633,0.119543137254902,148,16,img_lp10_objN23_vp2HEfalse.exr,group29_img7.png
15,22,10,23,3,0.0132360611259272,0.0262411764705882,200,14,img_lp10_objN23_vp3HEfalse.exr,group15_img22.png
13,69,10,24,1,0.0470512098274547,0.0816392156862745,116,24,img_lp10_objN24_vp1HEfalse.exr,group13_img69.png
24,64,10,24,2,0.0531696828445008,0.0903862745098039,356,24,img_lp10_objN24_vp2HEfalse.exr,group24_img64.png
12,52,10,24,3,0.0392342425539451,0.0699764705882353,228,22,img_lp10_objN24_vp3HEfalse.exr,group12_img52.png
44,28,10,25,1,0.0490660960533854,0.0845549019607843,36,22,img_lp10_objN25_vp1HEfalse.exr,group44_img28.png
54,18,10,25,2,0.0430945081075686,0.0758078431372549,88,8,img_lp10_objN25_vp2HEfalse.exr,group54_img18.png
2,15,10,25,3,0.075202571163633,0.119543137254902,32,22,img_lp10_objN25_vp3HEfalse.exr,group2_img15.png
29,40,10,26,1,0.0196734105605545,0.0379039215686275,260,16,img_lp10_objN26_vp1HEfalse.exr,group29_img40.png
5,22,10,26,2,0.00863516773165145,0.0174941176470588,228,10,img_lp10_objN26_vp2HEfalse.exr,group5_img22.png
44,22,10,26,3,0.0638661738025355,0.104964705882353,148,12,img_lp10_objN26_vp3HEfalse.exr,group44_img22.png
54,35,10,27,1,0.00863516773165145,0.0174941176470588,332,14,img_lp10_objN27_vp1HEfalse.exr,group54_img35.png
4,10,10,27,2,0.0196734105605545,0.0379039215686275,140,20,img_lp10_objN27_vp2HEfalse.exr,group4_img10.png
51,62,10,27,3,0.0148126555157162,0.029156862745098,28,8,img_lp10_objN27_vp3HEfalse.exr,group51_img62.png
1,54,10,28,1,0.0411523951707018,0.0728921568627451,348,22,img_lp10_objN28_vp1HEfalse.exr,group1_img54.png
37,62,10,28,2,0.0947182133539334,0.14286862745098,156,14,img_lp10_objN28_vp2HEfalse.exr,group37_img62.png
43,25,10,28,3,0.0531696828445008,0.0903862745098039,92,22,img_lp10_objN28_vp3HEfalse.exr,group43_img25.png
29,35,10,29,1,0.0392342425539451,0.0699764705882353,212,26,img_lp10_objN29_vp1HEfalse.exr,group29_img35.png
48,61,10,29,2,0.0317982608589044,0.0583137254901961,340,22,img_lp10_objN29_vp2HEfalse.exr,group48_img61.png
49,46,10,29,3,0.0660816658766873,0.107880392156863,96,12,img_lp10_objN29_vp3HEfalse.exr,group49_img46.png
34,55,10,30,1,0.0373399015358427,0.0670607843137255,68,26,img_lp10_objN30_vp1HEfalse.exr,group34_img55.png
8,6,10,30,2,0.0148126555157162,0.029156862745098,196,26,img_lp10_objN30_vp2HEfalse.exr,group8_img6.png
12,14,10,30,3,0.00279583374681835,0.00583137254901961,240,22,img_lp10_objN30_vp3HEfalse.exr,group12_img14.png
10,29,10,31,1,0.0638661738025355,0.104964705882353,84,24,img_lp10_objN31_vp1HEfalse.exr,group10_img29.png
2,56,10,31,2,0.033622059409778,0.0612294117647059,88,10,img_lp10_objN31_vp2HEfalse.exr,group2_img56.png
6,25,10,31,3,0.0728832068504343,0.116627450980392,116,12,img_lp10_objN31_vp3HEfalse.exr,group6_img25.png
34,15,10,32,1,0.0660816658766873,0.107880392156863,308,26,img_lp10_objN32_vp1HEfalse.exr,group34_img15.png
51,64,10,32,2,0.0728832068504343,0.116627450980392,312,12,img_lp10_objN32_vp2HEfalse.exr,group51_img64.png
19,26,10,32,3,0.033622059409778,0.0612294117647059,216,10,img_lp10_objN32_vp3HEfalse.exr,group19_img26.png
22,43,10,33,1,0.0470512098274547,0.0816392156862745,284,24,img_lp10_objN33_vp1HEfalse.exr,group22_img43.png
54,8,10,33,2,0.0531696828445008,0.0903862745098039,116,12,img_lp10_objN33_vp2HEfalse.exr,group54_img8.png
52,8,10,33,3,0.0411523951707018,0.0728921568627451,24,16,img_lp10_objN33_vp3HEfalse.exr,group52_img8.png
37,28,10,34,1,0.0392342425539451,0.0699764705882353,176,12,img_lp10_objN34_vp1HEfalse.exr,group37_img28.png
54,30,10,34,2,0.0638661738025355,0.104964705882353,288,16,img_lp10_objN34_vp2HEfalse.exr,group54_img30.png
42,35,10,34,3,0.0282201651741961,0.0524823529411765,320,8,img_lp10_objN34_vp3HEfalse.exr,group42_img35.png
18,29,10,35,1,0.00714400412040439,0.014578431372549,312,24,img_lp10_objN35_vp1HEfalse.exr,group18_img29.png
36,50,10,35,2,0.0116810475129571,0.0233254901960784,148,24,img_lp10_objN35_vp2HEfalse.exr,group36_img50.png
13,59,10,35,3,0.01641097940378,0.0320725490196078,36,24,img_lp10_objN35_vp3HEfalse.exr,group13_img59.png
16,26,10,36,1,0.0470512098274547,0.0816392156862745,308,10,img_lp10_objN36_vp1HEfalse.exr,group16_img26.png
37,47,10,36,2,0.0660816658766873,0.107880392156863,28,8,img_lp10_objN36_vp2HEfalse.exr,group37_img47.png
28,71,10,36,3,0.00567382640015368,0.0116627450980392,164,14,img_lp10_objN36_vp3HEfalse.exr,group28_img71.png
22,47,11,1,1,0.0101474659553504,0.0204098039215686,68,20,img_lp11_objN1_vp1HEfalse.exr,group22_img47.png
33,30,11,1,2,0.0921839659327681,0.139952941176471,180,20,img_lp11_objN1_vp2HEfalse.exr,group33_img30.png
41,45,11,1,3,0.0595118297011439,0.0991333333333333,272,10,img_lp11_objN1_vp3HEfalse.exr,group41_img45.png
32,23,11,2,1,0.0683229029284172,0.110796078431373,24,12,img_lp11_objN2_vp1HEfalse.exr,group32_img23.png
30,38,11,2,2,0.0511055374852489,0.0874705882352941,180,16,img_lp11_objN2_vp2HEfalse.exr,group30_img38.png
32,24,11,2,3,0.0373399015358427,0.0670607843137255,316,10,img_lp11_objN2_vp3HEfalse.exr,group32_img24.png
28,7,11,3,1,0.0213378152721765,0.0408196078431373,16,22,img_lp11_objN3_vp1HEfalse.exr,group28_img7.png
4,63,11,3,2,0.0392342425539451,0.0699764705882353,288,16,img_lp11_objN3_vp2HEfalse.exr,group4_img63.png
39,53,11,3,3,0.0264655705974502,0.0495666666666667,32,20,img_lp11_objN3_vp3HEfalse.exr,group39_img53.png
54,61,11,4,1,0.0511055374852489,0.0874705882352941,96,18,img_lp11_objN4_vp1HEfalse.exr,group54_img61.png
19,28,11,4,2,0.0638661738025355,0.104964705882353,140,12,img_lp11_objN4_vp2HEfalse.exr,group19_img28.png
53,31,11,4,3,0.00422448584944354,0.00874705882352941,264,12,img_lp11_objN4_vp3HEfalse.exr,group53_img31.png
18,66,11,5,1,0.00714400412040439,0.014578431372549,232,12,img_lp11_objN5_vp1HEfalse.exr,group18_img66.png
48,69,11,5,2,0.0180311815115742,0.0349882352941176,144,12,img_lp11_objN5_vp2HEfalse.exr,group48_img69.png
25,5,11,5,3,0.0531696828445008,0.0903862745098039,36,16,img_lp11_objN5_vp3HEfalse.exr,group25_img5.png
22,51,11,6,1,0.0101474659553504,0.0204098039215686,208,16,img_lp11_objN6_vp1HEfalse.exr,group22_img51.png
12,12,11,6,2,0.070590033679181,0.113711764705882,320,20,img_lp11_objN6_vp2HEfalse.exr,group12_img12.png
7,35,11,6,3,0.075202571163633,0.119543137254902,0,16,img_lp11_objN6_vp3HEfalse.exr,group7_img35.png
16,70,11,7,1,0.0282201651741961,0.0524823529411765,208,24,img_lp11_objN7_vp1HEfalse.exr,group16_img70.png
40,10,11,7,2,0.0728832068504343,0.116627450980392,288,20,img_lp11_objN7_vp2HEfalse.exr,group40_img10.png
43,21,11,7,3,0.0823192981694573,0.128290196078431,212,12,img_lp11_objN7_vp3HEfalse.exr,group43_img21.png
38,20,11,8,1,0.0430945081075686,0.0758078431372549,324,8,img_lp11_objN8_vp1HEfalse.exr,group38_img20.png
1,32,11,8,2,0.00714400412040439,0.014578431372549,200,26,img_lp11_objN8_vp2HEfalse.exr,group1_img32.png
46,48,11,8,3,0.0921839659327681,0.139952941176471,104,10,img_lp11_objN8_vp3HEfalse.exr,group46_img48.png
50,63,11,9,1,0.0511055374852489,0.0874705882352941,208,26,img_lp11_objN9_vp1HEfalse.exr,group50_img63.png
42,51,11,9,2,0.0196734105605545,0.0379039215686275,60,8,img_lp11_objN9_vp2HEfalse.exr,group42_img51.png
2,62,11,9,3,0.070590033679181,0.113711764705882,0,12,img_lp11_objN9_vp3HEfalse.exr,group2_img62.png
20,38,11,10,1,0.075202571163633,0.119543137254902,80,12,img_lp11_objN10_vp1HEfalse.exr,group20_img38.png
39,2,11,10,2,0.0823192981694573,0.128290196078431,164,18,img_lp11_objN10_vp2HEfalse.exr,group39_img2.png
40,27,11,10,3,0.0616762779845063,0.102049019607843,16,20,img_lp11_objN10_vp3HEfalse.exr,group40_img27.png
12,40,11,11,1,0.0683229029284172,0.110796078431373,108,16,img_lp11_objN11_vp1HEfalse.exr,group12_img40.png
15,8,11,11,2,0.0373399015358427,0.0670607843137255,192,22,img_lp11_objN11_vp2HEfalse.exr,group15_img8.png
37,16,11,11,3,0.0660816658766873,0.107880392156863,164,10,img_lp11_objN11_vp3HEfalse.exr,group37_img16.png
26,13,11,12,1,0.070590033679181,0.113711764705882,212,26,img_lp11_objN12_vp1HEfalse.exr,group26_img13.png
34,46,11,12,2,0.0921839659327681,0.139952941176471,104,16,img_lp11_objN12_vp2HEfalse.exr,group34_img46.png
13,19,11,12,3,0.0264655705974502,0.0495666666666667,76,16,img_lp11_objN12_vp3HEfalse.exr,group13_img19.png
10,6,11,13,1,0.0116810475129571,0.0233254901960784,204,12,img_lp11_objN13_vp1HEfalse.exr,group10_img6.png
45,64,11,13,2,0.023024544367896,0.0437352941176471,216,26,img_lp11_objN13_vp2HEfalse.exr,group45_img64.png
42,36,11,13,3,0.0660816658766873,0.107880392156863,104,20,img_lp11_objN13_vp3HEfalse.exr,group42_img36.png
51,39,11,14,1,0.0921839659327681,0.139952941176471,32,12,img_lp11_objN14_vp1HEfalse.exr,group51_img39.png
6,28,11,14,2,0.0823192981694573,0.128290196078431,284,20,img_lp11_objN14_vp2HEfalse.exr,group6_img28.png
10,30,11,14,3,0.0411523951707018,0.0728921568627451,88,10,img_lp11_objN14_vp3HEfalse.exr,group10_img30.png
6,2,11,15,1,0.0101474659553504,0.0204098039215686,316,26,img_lp11_objN15_vp1HEfalse.exr,group6_img2.png
26,61,11,15,2,0.0354692233949389,0.0641450980392157,272,12,img_lp11_objN15_vp2HEfalse.exr,group26_img61.png
10,69,11,15,3,0.0148126555157162,0.029156862745098,16,22,img_lp11_objN15_vp3HEfalse.exr,group10_img69.png
49,30,11,16,1,0.0148126555157162,0.029156862745098,204,20,img_lp11_objN16_vp1HEfalse.exr,group49_img30.png
6,1,11,16,2,0.0196734105605545,0.0379039215686275,52,12,img_lp11_objN16_vp2HEfalse.exr,group6_img1.png
2,66,11,16,3,0.0411523951707018,0.0728921568627451,212,12,img_lp11_objN16_vp3HEfalse.exr,group2_img66.png
30,58,11,17,1,0.0660816658766873,0.107880392156863,96,12,img_lp11_objN17_vp1HEfalse.exr,group30_img58.png
42,58,11,17,2,0.0972799904101451,0.14578431372549,64,20,img_lp11_objN17_vp2HEfalse.exr,group42_img58.png
17,12,11,17,3,0.0921839659327681,0.139952941176471,136,22,img_lp11_objN17_vp3HEfalse.exr,group17_img12.png
10,16,11,18,1,0.0595118297011439,0.0991333333333333,124,8,img_lp11_objN18_vp1HEfalse.exr,group10_img16.png
18,42,11,18,2,0.0616762779845063,0.102049019607843,4,22,img_lp11_objN18_vp2HEfalse.exr,group18_img42.png
11,61,11,18,3,0.0132360611259272,0.0262411764705882,292,20,img_lp11_objN18_vp3HEfalse.exr,group11_img61.png
28,1,11,19,1,0.0373399015358427,0.0670607843137255,196,10,img_lp11_objN19_vp1HEfalse.exr,group28_img1.png
50,10,11,19,2,0.0573726802309926,0.0962176470588235,296,8,img_lp11_objN19_vp2HEfalse.exr,group50_img10.png
34,65,11,19,3,0.0728832068504343,0.116627450980392,196,12,img_lp11_objN19_vp3HEfalse.exr,group34_img65.png
6,6,11,20,1,0.087197465109754,0.134121568627451,328,8,img_lp11_objN20_vp1HEfalse.exr,group6_img6.png
21,22,11,20,2,0.00714400412040439,0.014578431372549,244,12,img_lp11_objN20_vp2HEfalse.exr,group21_img22.png
3,40,11,20,3,0.0847449142649937,0.131205882352941,148,24,img_lp11_objN20_vp3HEfalse.exr,group3_img40.png
27,36,11,21,1,0.0470512098274547,0.0816392156862745,292,26,img_lp11_objN21_vp1HEfalse.exr,group27_img36.png
23,52,11,21,2,0.070590033679181,0.113711764705882,192,24,img_lp11_objN21_vp2HEfalse.exr,group23_img52.png
54,65,11,21,3,0.0299976790208623,0.0553980392156863,200,12,img_lp11_objN21_vp3HEfalse.exr,group54_img65.png
44,58,11,22,1,0.070590033679181,0.113711764705882,240,18,img_lp11_objN22_vp1HEfalse.exr,group44_img58.png
26,42,11,22,2,0.0595118297011439,0.0991333333333333,84,10,img_lp11_objN22_vp2HEfalse.exr,group26_img42.png
49,24,11,22,3,0.00567382640015368,0.0116627450980392,8,20,img_lp11_objN22_vp3HEfalse.exr,group49_img24.png
8,4,11,23,1,0.023024544367896,0.0437352941176471,288,8,img_lp11_objN23_vp1HEfalse.exr,group8_img4.png
21,16,11,23,2,0.0775482753402326,0.122458823529412,64,20,img_lp11_objN23_vp2HEfalse.exr,group21_img16.png
51,11,11,23,3,0.0490660960533854,0.0845549019607843,268,8,img_lp11_objN23_vp3HEfalse.exr,group51_img11.png
50,54,11,24,1,0.0972799904101451,0.14578431372549,152,22,img_lp11_objN24_vp1HEfalse.exr,group50_img54.png
39,36,11,24,2,0.0511055374852489,0.0874705882352941,140,22,img_lp11_objN24_vp2HEfalse.exr,group39_img36.png
34,25,11,24,3,0.0013877213708224,0.0029156862745098,156,10,img_lp11_objN24_vp3HEfalse.exr,group34_img25.png
18,60,11,25,1,0.070590033679181,0.113711764705882,148,12,img_lp11_objN25_vp1HEfalse.exr,group18_img60.png
51,46,11,25,2,0.0847449142649937,0.131205882352941,20,22,img_lp11_objN25_vp2HEfalse.exr,group51_img46.png
7,29,11,25,3,0.00863516773165145,0.0174941176470588,236,8,img_lp11_objN25_vp3HEfalse.exr,group7_img29.png
40,32,11,26,1,0.0490660960533854,0.0845549019607843,164,8,img_lp11_objN26_vp1HEfalse.exr,group40_img32.png
35,56,11,26,2,0.0470512098274547,0.0816392156862745,68,10,img_lp11_objN26_vp2HEfalse.exr,group35_img56.png
46,11,11,26,3,0.023024544367896,0.0437352941176471,288,24,img_lp11_objN26_vp3HEfalse.exr,group46_img11.png
21,52,11,27,1,0.0552586808525969,0.0933019607843137,128,18,img_lp11_objN27_vp1HEfalse.exr,group21_img52.png
41,42,11,27,2,0.0972799904101451,0.14578431372549,248,12,img_lp11_objN27_vp2HEfalse.exr,group41_img42.png
46,21,11,27,3,0.0896770994251935,0.137037254901961,88,26,img_lp11_objN27_vp3HEfalse.exr,group46_img21.png
17,45,11,28,1,0.0531696828445008,0.0903862745098039,304,12,img_lp11_objN28_vp1HEfalse.exr,group17_img45.png
30,41,11,28,2,0.0180311815115742,0.0349882352941176,176,16,img_lp11_objN28_vp2HEfalse.exr,group30_img41.png
53,60,11,28,3,0.0896770994251935,0.137037254901961,24,12,img_lp11_objN28_vp3HEfalse.exr,group53_img60.png
30,29,11,29,1,0.0490660960533854,0.0845549019607843,256,12,img_lp11_objN29_vp1HEfalse.exr,group30_img29.png
18,5,11,29,2,0.0552586808525969,0.0933019607843137,324,22,img_lp11_objN29_vp2HEfalse.exr,group18_img5.png
34,28,11,29,3,0.0148126555157162,0.029156862745098,88,26,img_lp11_objN29_vp3HEfalse.exr,group34_img28.png
19,50,11,30,1,0.075202571163633,0.119543137254902,148,14,img_lp11_objN30_vp1HEfalse.exr,group19_img50.png
41,71,11,30,2,0.0638661738025355,0.104964705882353,240,14,img_lp11_objN30_vp2HEfalse.exr,group41_img71.png
22,54,11,30,3,0.00714400412040439,0.014578431372549,268,18,img_lp11_objN30_vp3HEfalse.exr,group22_img54.png
26,70,11,31,1,0.0317982608589044,0.0583137254901961,324,16,img_lp11_objN31_vp1HEfalse.exr,group26_img70.png
38,24,11,31,2,0.023024544367896,0.0437352941176471,200,24,img_lp11_objN31_vp2HEfalse.exr,group38_img24.png
53,37,11,31,3,0.0823192981694573,0.128290196078431,84,8,img_lp11_objN31_vp3HEfalse.exr,group53_img37.png
17,68,11,32,1,0.0921839659327681,0.139952941176471,288,16,img_lp11_objN32_vp1HEfalse.exr,group17_img68.png
46,29,11,32,2,0.0972799904101451,0.14578431372549,60,22,img_lp11_objN32_vp2HEfalse.exr,group46_img29.png
40,63,11,32,3,0.0511055374852489,0.0874705882352941,296,20,img_lp11_objN32_vp3HEfalse.exr,group40_img63.png
52,39,11,33,1,0.00714400412040439,0.014578431372549,228,26,img_lp11_objN33_vp1HEfalse.exr,group52_img39.png
2,24,11,33,2,0.0450607300860009,0.0787235294117647,116,14,img_lp11_objN33_vp2HEfalse.exr,group2_img24.png
19,40,11,33,3,0.0972799904101451,0.14578431372549,36,20,img_lp11_objN33_vp3HEfalse.exr,group19_img40.png
36,52,11,34,1,0.0373399015358427,0.0670607843137255,24,18,img_lp11_objN34_vp1HEfalse.exr,group36_img52.png
15,45,11,34,2,0.0264655705974502,0.0495666666666667,240,26,img_lp11_objN34_vp2HEfalse.exr,group15_img45.png
12,66,11,34,3,0.0799204681016888,0.125374509803922,56,12,img_lp11_objN34_vp3HEfalse.exr,group12_img66.png
39,25,11,35,1,0.0947182133539334,0.14286862745098,160,24,img_lp11_objN35_vp1HEfalse.exr,group39_img25.png
34,49,11,35,2,0.0101474659553504,0.0204098039215686,248,10,img_lp11_objN35_vp2HEfalse.exr,group34_img49.png
32,55,11,35,3,0.0490660960533854,0.0845549019607843,356,16,img_lp11_objN35_vp3HEfalse.exr,group32_img55.png
36,40,11,36,1,0.00714400412040439,0.014578431372549,88,10,img_lp11_objN36_vp1HEfalse.exr,group36_img40.png
3,2,11,36,2,0.0101474659553504,0.0204098039215686,32,18,img_lp11_objN36_vp2HEfalse.exr,group3_img2.png
19,8,11,36,3,0.0660816658766873,0.107880392156863,216,12,img_lp11_objN36_vp3HEfalse.exr,group19_img8.png
24,62,12,1,1,0.0354692233949389,0.0641450980392157,212,22,img_lp12_objN1_vp1HEfalse.exr,group24_img62.png
13,36,12,1,2,0.00422448584944354,0.00874705882352941,128,10,img_lp12_objN1_vp2HEfalse.exr,group13_img36.png
39,42,12,1,3,0.0282201651741961,0.0524823529411765,212,8,img_lp12_objN1_vp3HEfalse.exr,group39_img42.png
47,15,12,2,1,0.01641097940378,0.0320725490196078,212,24,img_lp12_objN2_vp1HEfalse.exr,group47_img15.png
15,46,12,2,2,0.0116810475129571,0.0233254901960784,184,24,img_lp12_objN2_vp2HEfalse.exr,group15_img46.png
40,34,12,2,3,0.00422448584944354,0.00874705882352941,212,16,img_lp12_objN2_vp3HEfalse.exr,group40_img34.png
8,5,12,3,1,0.0101474659553504,0.0204098039215686,288,16,img_lp12_objN3_vp1HEfalse.exr,group8_img5.png
46,25,12,3,2,0.0116810475129571,0.0233254901960784,248,12,img_lp12_objN3_vp2HEfalse.exr,group46_img25.png
8,9,12,3,3,0.0180311815115742,0.0349882352941176,156,24,img_lp12_objN3_vp3HEfalse.exr,group8_img9.png
32,50,12,4,1,0.023024544367896,0.0437352941176471,212,22,img_lp12_objN4_vp1HEfalse.exr,group32_img50.png
19,64,12,4,2,0.0148126555157162,0.029156862745098,328,12,img_lp12_objN4_vp2HEfalse.exr,group19_img64.png
44,39,12,4,3,0.0299976790208623,0.0553980392156863,280,18,img_lp12_objN4_vp3HEfalse.exr,group44_img39.png
27,44,12,5,1,0.0470512098274547,0.0816392156862745,120,24,img_lp12_objN5_vp1HEfalse.exr,group27_img44.png
26,57,12,5,2,0.00863516773165145,0.0174941176470588,8,20,img_lp12_objN5_vp2HEfalse.exr,group26_img57.png
48,28,12,5,3,0.00567382640015368,0.0116627450980392,220,20,img_lp12_objN5_vp3HEfalse.exr,group48_img28.png
19,20,12,6,1,0.0573726802309926,0.0962176470588235,332,18,img_lp12_objN6_vp1HEfalse.exr,group19_img20.png
24,52,12,6,2,0.0799204681016888,0.125374509803922,60,18,img_lp12_objN6_vp2HEfalse.exr,group24_img52.png
53,11,12,6,3,0.023024544367896,0.0437352941176471,72,12,img_lp12_objN6_vp3HEfalse.exr,group53_img11.png
2,59,12,7,1,0.0213378152721765,0.0408196078431373,332,12,img_lp12_objN7_vp1HEfalse.exr,group2_img59.png
53,40,12,7,2,0.0595118297011439,0.0991333333333333,280,10,img_lp12_objN7_vp2HEfalse.exr,group53_img40.png
10,55,12,7,3,0.0148126555157162,0.029156862745098,20,20,img_lp12_objN7_vp3HEfalse.exr,group10_img55.png
36,65,12,8,1,0.0116810475129571,0.0233254901960784,96,16,img_lp12_objN8_vp1HEfalse.exr,group36_img65.png
32,42,12,8,2,0.0013877213708224,0.0029156862745098,44,16,img_lp12_objN8_vp2HEfalse.exr,group32_img42.png
37,20,12,8,3,0.0921839659327681,0.139952941176471,284,26,img_lp12_objN8_vp3HEfalse.exr,group37_img20.png
19,52,12,9,1,0.0823192981694573,0.128290196078431,352,10,img_lp12_objN9_vp1HEfalse.exr,group19_img52.png
34,33,12,9,2,0.0728832068504343,0.116627450980392,20,26,img_lp12_objN9_vp2HEfalse.exr,group34_img33.png
44,53,12,9,3,0.0148126555157162,0.029156862745098,204,10,img_lp12_objN9_vp3HEfalse.exr,group44_img53.png
1,56,12,10,1,0.0552586808525969,0.0933019607843137,260,12,img_lp12_objN10_vp1HEfalse.exr,group1_img56.png
5,3,12,10,2,0.0470512098274547,0.0816392156862745,112,24,img_lp12_objN10_vp2HEfalse.exr,group5_img3.png
53,47,12,10,3,0.00863516773165145,0.0174941176470588,64,22,img_lp12_objN10_vp3HEfalse.exr,group53_img47.png
36,3,12,11,1,0.0490660960533854,0.0845549019607843,160,24,img_lp12_objN11_vp1HEfalse.exr,group36_img3.png
12,69,12,11,2,0.075202571163633,0.119543137254902,208,22,img_lp12_objN11_vp2HEfalse.exr,group12_img69.png
22,12,12,11,3,0.0116810475129571,0.0233254901960784,280,24,img_lp12_objN11_vp3HEfalse.exr,group22_img12.png
7,15,12,12,1,0.023024544367896,0.0437352941176471,64,10,img_lp12_objN12_vp1HEfalse.exr,group7_img15.png
15,3,12,12,2,0.0616762779845063,0.102049019607843,52,14,img_lp12_objN12_vp2HEfalse.exr,group15_img3.png
14,36,12,12,3,0.00279583374681835,0.00583137254901961,336,10,img_lp12_objN12_vp3HEfalse.exr,group14_img36.png
